"V1"	"V2"	"V3"
"1"	"1"	"3.36879479297926"	"-1.44496847686977"
"2"	"3"	"0.472862793852091"	"-0.780547568446217"
"3"	"4"	"-4.67577459666101"	"1.24505254791189"
"4"	"5"	"2.20273603760636"	"-3.30837440148641"
"5"	"6"	"-2.16789812535921"	"0.648737998224348"
"6"	"7"	"1.4663289296254"	"-3.62890008803447"
"7"	"8"	"3.02022781912885"	"-2.51079712654523"
"8"	"10"	"2.59786854580552"	"2.26930202064971"
"9"	"11"	"0.766563296462435"	"-1.79149017290703"
"10"	"14"	"4.77374553287496"	"2.25738464509088"
"11"	"16"	"2.29381027707614"	"-0.996519332304479"
"12"	"17"	"4.91407416973436"	"0.390579343946694"
"13"	"18"	"3.85440518856195"	"2.52143990774081"
"14"	"19"	"-0.995439750283014"	"-1.42145449658956"
"15"	"20"	"-1.84927765255753"	"-3.41858840756031"
"16"	"21"	"-1.56478628901587"	"-1.56299929935297"
"17"	"22"	"-1.74759946004248"	"0.865555603484342"
"18"	"23"	"5.49793418299686"	"3.1988061043316"
"19"	"24"	"-3.75889121936658"	"-0.46160300250566"
"20"	"27"	"0.531104296446534"	"0.892643649475559"
"21"	"29"	"-4.52415319389425"	"2.07701347780474"
"22"	"31"	"0.791057637736851"	"1.76402245707125"
"23"	"32"	"1.32887574167718"	"2.60714264268871"
"24"	"33"	"-2.8605015484845"	"-1.53677846117949"
"25"	"34"	"0.743138403848412"	"-3.57367159367695"
"26"	"35"	"-2.82131225599809"	"2.1444693038243"
"27"	"36"	"-4.38914167769634"	"1.58889373783722"
"28"	"37"	"-3.43493815782523"	"0.375693680644788"
"29"	"38"	"-1.7210917232437"	"0.0267248386473425"
"30"	"39"	"-2.11272199598535"	"1.56323046808437"
