"2016-09-13 04:08:32",3n31ukmqq7imv6m4eshfp08at0,load,
"2016-09-13 04:08:41",3n31ukmqq7imv6m4eshfp08at0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:08:41",3n31ukmqq7imv6m4eshfp08at0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:09:41",3n31ukmqq7imv6m4eshfp08at0,winner-1-3,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:11:07",3n31ukmqq7imv6m4eshfp08at0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:11:08",3n31ukmqq7imv6m4eshfp08at0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:11:16",3n31ukmqq7imv6m4eshfp08at0,winner-1-3,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:11:41",3n31ukmqq7imv6m4eshfp08at0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:11:42",3n31ukmqq7imv6m4eshfp08at0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:11:47",3n31ukmqq7imv6m4eshfp08at0,winner-2-2,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:13:48",3n31ukmqq7imv6m4eshfp08at0,winner-1-3,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:14:20",3n31ukmqq7imv6m4eshfp08at0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:14:20",3n31ukmqq7imv6m4eshfp08at0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:14:36",3n31ukmqq7imv6m4eshfp08at0,table-1-3,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:14:38",3n31ukmqq7imv6m4eshfp08at0,,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:19:36",3n31ukmqq7imv6m4eshfp08at0,cro-conparison-link-3,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:21:09",3n31ukmqq7imv6m4eshfp08at0,comparison-close-bottom,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:26:07",3n31ukmqq7imv6m4eshfp08at0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:26:22",3n31ukmqq7imv6m4eshfp08at0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:27:00",3n31ukmqq7imv6m4eshfp08at0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q35=1&ref=123&hr=&key=
"2016-09-13 04:28:29",ako8etjfrr63csf3uspf1od3t0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
"2016-09-13 04:31:34",ako8etjfrr63csf3uspf1od3t0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
"2016-09-13 04:31:42",ako8etjfrr63csf3uspf1od3t0,unload,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
"2016-09-13 04:31:43",ako8etjfrr63csf3uspf1od3t0,load,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
"2016-09-13 04:31:49",ako8etjfrr63csf3uspf1od3t0,table-1-219,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
"2016-09-13 04:31:49",ako8etjfrr63csf3uspf1od3t0,,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
"2016-09-13 04:31:54",ako8etjfrr63csf3uspf1od3t0,comparison-close-top,http://localhost/michal/project/volebnikalkulacka.cz/www/senat-2016/match/?q34=1&q35=1&ref=&hr=&key=&cc=7
