"2016-09-13 04:27:46",3n31ukmqq7imv6m4eshfp08at0,"{""q35"":""1"",""ref"":""123"",""hr"":"""",""key"":"""",""ab-geo"":1}",::1
"2016-09-13 04:28:29",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:28:43",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":1}",127.0.0.1
"2016-09-13 04:31:28",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:31:42",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:32:42",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":1}",127.0.0.1
"2016-09-13 04:33:20",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:33:25",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:33:32",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:34:00",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:34:09",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:34:26",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:34:32",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""7"",""ab-geo"":0}",127.0.0.1
"2016-09-13 04:34:43",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""37"",""ab-geo"":1}",127.0.0.1
"2016-09-13 04:35:13",3n31ukmqq7imv6m4eshfp08at0,"{""q35"":""1"",""ref"":""123"",""hr"":"""",""key"":"""",""ab-geo"":1}",::1
"2016-09-13 04:35:42",3n31ukmqq7imv6m4eshfp08at0,"{""q35"":""1"",""ref"":""123"",""hr"":"""",""key"":"""",""ab-geo"":0}",::1
"2016-09-13 04:37:32",3n31ukmqq7imv6m4eshfp08at0,"{""q35"":""1"",""ref"":""123"",""hr"":"""",""key"":"""",""ab-geo"":1}",::1
"2016-09-13 04:38:31",3n31ukmqq7imv6m4eshfp08at0,"{""q35"":""1"",""ref"":""123"",""hr"":"""",""key"":"""",""ab-geo"":0}",::1
"2016-09-13 04:38:35",3n31ukmqq7imv6m4eshfp08at0,"{""q35"":""1"",""ref"":""123"",""hr"":"""",""key"":"""",""ab-geo"":1}",::1
"2016-09-13 04:38:56",ako8etjfrr63csf3uspf1od3t0,"{""q34"":""1"",""q35"":""1"",""ref"":"""",""hr"":"""",""key"":"""",""cc"":""37"",""ab-geo"":1}",127.0.0.1
